film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,category_id
270,EARTH VISION,A STUNNING DRAMA OF A BUTLER AND A MADMAN WHO MUST OUTRACE A WOMANIZER IN ANCIENT INDIA,2006,1,7,7,0.99,85,29.99,NC-17,17
271,EASY GLADIATOR,A FATEFUL STORY OF A MONKEY AND A GIRL WHO MUST OVERCOME A PASTRY CHEF IN ANCIENT INDIA,2006,1,7,5,4.99,148,12.99,G,1
272,EDGE KISSING,A BEAUTIFUL YARN OF A COMPOSER AND A MAD COW WHO MUST REDEEM A MAD SCIENTIST IN A JET BOAT,2006,1,7,5,4.99,153,9.99,NC-17,17
273,EFFECT GLADIATOR,A BEAUTIFUL DISPLAY OF A PASTRY CHEF AND A PASTRY CHEF WHO MUST OUTGUN A FORENSIC PSYCHOLOGIST IN A MANHATTAN PENTHOUSE,2006,1,7,6,0.99,107,14.99,PG,8
274,EGG IGBY,A BEAUTIFUL DOCUMENTARY OF A BOAT AND A SUMO WRESTLER WHO MUST SUCCUMB A DATABASE ADMINISTRATOR IN THE FIRST MANNED SPACE STATION,2006,1,7,4,2.99,67,20.99,PG,6
275,EGYPT TENENBAUMS,A INTREPID STORY OF A MADMAN AND A SECRET AGENT WHO MUST OUTRACE A ASTRONAUT IN AN ABANDONED AMUSEMENT PARK,2006,1,7,3,0.99,85,11.99,PG,11
276,ELEMENT FREDDY,A AWE-INSPIRING REFLECTION OF A WAITRESS AND A SQUIRREL WHO MUST KILL A MAD COW IN A JET BOAT,2006,1,7,6,4.99,115,28.99,NC-17,17
277,ELEPHANT TROJAN,A BEAUTIFUL PANORAMA OF A LUMBERJACK AND A FORENSIC PSYCHOLOGIST WHO MUST OVERCOME A FRISBEE IN A BALOON,2006,1,7,4,4.99,126,24.99,PG-13,11
278,ELF MURDER,A ACTION-PACKED STORY OF A FRISBEE AND A WOMAN WHO MUST REACH A GIRL IN AN ABANDONED MINE SHAFT,2006,1,7,4,4.99,155,19.99,NC-17,17
279,ELIZABETH SHANE,A LACKLUSTURE DISPLAY OF A WOMANIZER AND A DOG WHO MUST FACE A SUMO WRESTLER IN ANCIENT JAPAN,2006,1,7,7,4.99,152,11.99,NC-17,15
280,EMPIRE MALKOVICH,A AMAZING STORY OF A FEMINIST AND A CAT WHO MUST FACE A CAR IN AN ABANDONED FUN HOUSE,2006,1,7,7,0.99,177,26.99,G,3
281,ENCINO ELF,A ASTOUNDING DRAMA OF A FEMINIST AND A TEACHER WHO MUST CONFRONT A HUSBAND IN A BALOON,2006,1,7,6,0.99,143,9.99,G,10
282,ENCOUNTERS CURTAIN,A INSIGHTFUL EPISTLE OF A PASTRY CHEF AND A WOMANIZER WHO MUST BUILD A BOAT IN NEW ORLEANS,2006,1,7,5,0.99,92,20.99,NC-17,7
283,ENDING CROWDS,A UNBELIEVEABLE DISPLAY OF A DENTIST AND A MADMAN WHO MUST VANQUISH A SQUIRREL IN BERLIN,2006,1,7,6,0.99,85,10.99,NC-17,13
284,ENEMY ODDS,A FANCIFUL PANORAMA OF A MAD SCIENTIST AND A WOMAN WHO MUST PURSUE A ASTRONAUT IN ANCIENT INDIA,2006,1,7,5,4.99,77,23.99,NC-17,12
285,ENGLISH BULWORTH,A INTREPID EPISTLE OF A PASTRY CHEF AND A PASTRY CHEF WHO MUST PURSUE A CROCODILE IN ANCIENT CHINA,2006,1,7,3,0.99,51,18.99,PG-13,17
286,ENOUGH RAGING,A ASTOUNDING CHARACTER STUDY OF A BOAT AND A SECRET AGENT WHO MUST FIND A MAD COW IN THE SAHARA DESERT,2006,1,7,7,2.99,158,16.99,NC-17,16
287,ENTRAPMENT SATISFACTION,A THOUGHTFUL PANORAMA OF A HUNTER AND A TEACHER WHO MUST REACH A MAD COW IN A U-BOAT,2006,1,7,5,0.99,176,19.99,R,1
288,ESCAPE METROPOLIS,A TAUT YARN OF A ASTRONAUT AND A TECHNICAL WRITER WHO MUST OUTGUN A BOAT IN NEW ORLEANS,2006,1,7,7,2.99,167,20.99,R,16
289,EVE RESURRECTION,A AWE-INSPIRING YARN OF A PASTRY CHEF AND A DATABASE ADMINISTRATOR WHO MUST CHALLENGE A TEACHER IN A BALOON,2006,1,7,5,4.99,66,25.99,G,13
290,EVERYONE CRAFT,A FATEFUL DISPLAY OF A WAITRESS AND A DENTIST WHO MUST REACH A BUTLER IN NIGERIA,2006,1,7,4,0.99,163,29.99,PG,9
291,EVOLUTION ALTER,A FANCIFUL CHARACTER STUDY OF A FEMINIST AND A MADMAN WHO MUST FIND A EXPLORER IN A BALOON FACTORY,2006,1,7,5,0.99,174,10.99,PG-13,15
292,EXCITEMENT EVE,A BRILLIANT DOCUMENTARY OF A MONKEY AND A CAR WHO MUST CONQUER A CROCODILE IN A SHARK TANK,2006,1,7,3,0.99,51,20.99,G,1
293,EXORCIST STING,A TOUCHING DRAMA OF A DOG AND A SUMO WRESTLER WHO MUST CONQUER A MAD SCIENTIST IN BERLIN,2006,1,7,6,2.99,167,17.99,G,15
294,EXPECATIONS NATURAL,A AMAZING DRAMA OF A BUTLER AND A HUSBAND WHO MUST REACH A A SHARK IN A U-BOAT,2006,1,7,5,4.99,138,26.99,PG-13,16
295,EXPENDABLE STALLION,A AMAZING CHARACTER STUDY OF A MAD COW AND A SQUIRREL WHO MUST DISCOVER A HUNTER IN A U-BOAT,2006,1,7,3,0.99,97,14.99,PG,17
296,EXPRESS LONELY,A BORING DRAMA OF A ASTRONAUT AND A BOAT WHO MUST FACE A BOAT IN CALIFORNIA,2006,1,7,5,2.99,178,23.99,R,14
297,EXTRAORDINARY CONQUERER,A STUNNING STORY OF A DOG AND A FEMINIST WHO MUST FACE A FORENSIC PSYCHOLOGIST IN BERLIN,2006,1,7,6,2.99,122,29.99,G,17
298,EYES DRIVING,A THRILLING STORY OF A CAT AND A WAITRESS WHO MUST FIGHT A EXPLORER IN THE OUTBACK,2006,1,7,4,2.99,172,13.99,PG-13,17
299,FACTORY DRAGON,A ACTION-PACKED SAGA OF A TEACHER AND A FRISBEE WHO MUST ESCAPE A LUMBERJACK IN THE SAHARA DESERT,2006,1,7,4,0.99,144,9.99,PG-13,16
300,FALCON VOLUME,A FATEFUL SAGA OF A SUMO WRESTLER AND A HUNTER WHO MUST REDEEM A A SHARK IN NEW ORLEANS,2006,1,7,5,4.99,102,21.99,PG-13,17
301,FAMILY SWEET,A EPIC DOCUMENTARY OF A TEACHER AND A BOY WHO MUST ESCAPE A WOMAN IN BERLIN,2006,1,7,4,0.99,155,24.99,R,11
302,FANTASIA PARK,A THOUGHTFUL DOCUMENTARY OF A MAD SCIENTIST AND A A SHARK WHO MUST OUTRACE A FEMINIST IN AUSTRALIA,2006,1,7,5,2.99,131,29.99,G,17
303,FANTASY TROOPERS,A TOUCHING SAGA OF A TEACHER AND A MONKEY WHO MUST OVERCOME A SECRET AGENT IN A MYSQL CONVENTION,2006,1,7,6,0.99,58,27.99,PG-13,17
304,FARGO GANDHI,A THRILLING REFLECTION OF A PASTRY CHEF AND A CROCODILE WHO MUST REACH A TEACHER IN THE OUTBACK,2006,1,7,3,2.99,130,28.99,G,17
305,FATAL HAUNTED,A BEAUTIFUL DRAMA OF A STUDENT AND A SECRET AGENT WHO MUST CONFRONT A DENTIST IN ANCIENT JAPAN,2006,1,7,6,2.99,91,24.99,PG,13
306,FEATHERS METAL,A THOUGHTFUL YARN OF A MONKEY AND A TEACHER WHO MUST FIND A DOG IN AUSTRALIA,2006,1,7,3,0.99,104,12.99,PG-13,10
307,FELLOWSHIP AUTUMN,A LACKLUSTURE REFLECTION OF A DENTIST AND A HUNTER WHO MUST MEET A TEACHER IN A BALOON,2006,1,7,6,4.99,77,9.99,NC-17,17
308,FERRIS MOTHER,A TOUCHING DISPLAY OF A FRISBEE AND A FRISBEE WHO MUST KILL A GIRL IN THE GULF OF MEXICO,2006,1,7,3,2.99,142,13.99,PG,5
309,FEUD FROGMEN,A BRILLIANT REFLECTION OF A DATABASE ADMINISTRATOR AND A MAD COW WHO MUST CHASE A WOMAN IN THE CANADIAN ROCKIES,2006,1,7,6,0.99,98,29.99,R,8
310,FEVER EMPIRE,A INSIGHTFUL PANORAMA OF A CAT AND A BOAT WHO MUST DEFEAT A BOAT IN THE GULF OF MEXICO,2006,1,7,5,4.99,158,20.99,R,10
311,FICTION CHRISTMAS,A EMOTIONAL YARN OF A A SHARK AND A STUDENT WHO MUST BATTLE A ROBOT IN AN ABANDONED MINE SHAFT,2006,1,7,4,0.99,72,14.99,PG,9
312,FIDDLER LOST,A BORING TALE OF A SQUIRREL AND A DOG WHO MUST CHALLENGE A MADMAN IN THE GULF OF MEXICO,2006,1,7,4,4.99,75,20.99,R,14
313,FIDELITY DEVIL,A AWE-INSPIRING DRAMA OF A TECHNICAL WRITER AND A COMPOSER WHO MUST REACH A PASTRY CHEF IN A U-BOAT,2006,1,7,5,4.99,118,11.99,G,11
314,FIGHT JAWBREAKER,A INTREPID PANORAMA OF A WOMANIZER AND A GIRL WHO MUST ESCAPE A GIRL IN A MANHATTAN PENTHOUSE,2006,1,7,3,0.99,91,13.99,R,2
315,FINDING ANACONDA,A FATEFUL TALE OF A DATABASE ADMINISTRATOR AND A GIRL WHO MUST BATTLE A SQUIRREL IN NEW ORLEANS,2006,1,7,4,0.99,156,10.99,R,17
316,FIRE WOLVES,A INTREPID DOCUMENTARY OF A FRISBEE AND A DOG WHO MUST OUTRACE A LUMBERJACK IN NIGERIA,2006,1,7,5,4.99,173,18.99,R,10
317,FIREBALL PHILADELPHIA,A AMAZING YARN OF A DENTIST AND A A SHARK WHO MUST VANQUISH A MADMAN IN AN ABANDONED MINE SHAFT,2006,1,7,4,0.99,148,25.99,PG,5
318,FIREHOUSE VIETNAM,A AWE-INSPIRING CHARACTER STUDY OF A BOAT AND A BOY WHO MUST KILL A PASTRY CHEF IN THE SAHARA DESERT,2006,1,7,7,0.99,103,14.99,G,1
319,FISH OPUS,A TOUCHING DISPLAY OF A FEMINIST AND A GIRL WHO MUST CONFRONT A ASTRONAUT IN AUSTRALIA,2006,1,7,4,2.99,125,22.99,R,17
320,FLAMINGOS CONNECTICUT,A FAST-PACED REFLECTION OF A COMPOSER AND A COMPOSER WHO MUST MEET A CAT IN THE SAHARA DESERT,2006,1,7,4,4.99,80,28.99,PG-13,17
321,FLASH WARS,A ASTOUNDING SAGA OF A MOOSE AND A PASTRY CHEF WHO MUST CHASE A STUDENT IN THE GULF OF MEXICO,2006,1,7,3,4.99,123,21.99,NC-17,13
322,FLATLINERS KILLER,A TAUT DISPLAY OF A SECRET AGENT AND A WAITRESS WHO MUST SINK A ROBOT IN AN ABANDONED MINE SHAFT,2006,1,7,5,2.99,100,29.99,G,17
323,FLIGHT LIES,A STUNNING CHARACTER STUDY OF A CROCODILE AND A PIONEER WHO MUST PURSUE A TEACHER IN NEW ORLEANS,2006,1,7,7,4.99,179,22.99,R,17
324,FLINTSTONES HAPPINESS,A FATEFUL STORY OF A HUSBAND AND A MOOSE WHO MUST VANQUISH A BOY IN CALIFORNIA,2006,1,7,3,4.99,148,11.99,PG-13,17
325,FLOATS GARDEN,A ACTION-PACKED EPISTLE OF A ROBOT AND A CAR WHO MUST CHASE A BOAT IN ANCIENT JAPAN,2006,1,7,6,2.99,145,29.99,PG-13,17
326,FLYING HOOK,A THRILLING DISPLAY OF A MAD COW AND A DOG WHO MUST CHALLENGE A FRISBEE IN NIGERIA,2006,1,7,6,2.99,69,18.99,NC-17,2
327,FOOL MOCKINGBIRD,A LACKLUSTURE TALE OF A CROCODILE AND A COMPOSER WHO MUST DEFEAT A MADMAN IN A U-BOAT,2006,1,7,3,4.99,158,24.99,PG,1
328,FOREVER CANDIDATE,A UNBELIEVEABLE PANORAMA OF A TECHNICAL WRITER AND A MAN WHO MUST PURSUE A FRISBEE IN A U-BOAT,2006,1,7,7,2.99,131,28.99,NC-17,17
329,FORREST SONS,A THRILLING DOCUMENTARY OF A FORENSIC PSYCHOLOGIST AND A BUTLER WHO MUST DEFEAT A EXPLORER IN A JET BOAT,2006,1,7,4,2.99,63,15.99,R,1
330,FORRESTER COMANCHEROS,A FATEFUL TALE OF A SQUIRREL AND A FORENSIC PSYCHOLOGIST WHO MUST REDEEM A MAN IN NIGERIA,2006,1,7,7,4.99,112,22.99,NC-17,17
331,FORWARD TEMPLE,A ASTOUNDING DISPLAY OF A FORENSIC PSYCHOLOGIST AND A MAD SCIENTIST WHO MUST CHALLENGE A GIRL IN NEW ORLEANS,2006,1,7,6,2.99,90,25.99,NC-17,17
332,FRANKENSTEIN STRANGER,A INSIGHTFUL CHARACTER STUDY OF A FEMINIST AND A PIONEER WHO MUST PURSUE A PASTRY CHEF IN NIGERIA,2006,1,7,7,0.99,159,16.99,NC-17,17
333,FREAKY POCUS,A FAST-PACED DOCUMENTARY OF A PASTRY CHEF AND A CROCODILE WHO MUST CHASE A SQUIRREL IN THE GULF OF MEXICO,2006,1,7,7,2.99,126,16.99,R,17
334,FREDDY STORM,A INTREPID SAGA OF A MAN AND A LUMBERJACK WHO MUST VANQUISH A HUSBAND IN THE OUTBACK,2006,1,7,6,4.99,65,21.99,NC-17,11
335,FREEDOM CLEOPATRA,A EMOTIONAL REFLECTION OF A DENTIST AND A MAD COW WHO MUST FACE A SQUIRREL IN A BALOON,2006,1,7,5,0.99,133,23.99,PG-13,5
336,FRENCH HOLIDAY,A THRILLING EPISTLE OF A DOG AND A FEMINIST WHO MUST KILL A MADMAN IN BERLIN,2006,1,7,5,4.99,99,22.99,PG,6
337,FRIDA SLIPPER,A FATEFUL STORY OF A LUMBERJACK AND A CAR WHO MUST ESCAPE A BOAT IN AN ABANDONED MINE SHAFT,2006,1,7,6,2.99,73,11.99,R,9
338,FRISCO FORREST,A BEAUTIFUL DOCUMENTARY OF A WOMAN AND A PIONEER WHO MUST PURSUE A MAD SCIENTIST IN A SHARK TANK,2006,1,7,6,4.99,51,23.99,PG,14
339,FROGMEN BREAKING,A UNBELIEVEABLE YARN OF A MAD SCIENTIST AND A CAT WHO MUST CHASE A LUMBERJACK IN AUSTRALIA,2006,1,7,5,0.99,111,17.99,R,17
340,FRONTIER CABIN,A EMOTIONAL STORY OF A MADMAN AND A WAITRESS WHO MUST BATTLE A TEACHER IN AN ABANDONED FUN HOUSE,2006,1,7,6,4.99,183,14.99,PG-13,13
341,FROST HEAD,A AMAZING REFLECTION OF A LUMBERJACK AND A CAT WHO MUST DISCOVER A HUSBAND IN A MYSQL CONVENTION,2006,1,7,5,0.99,82,13.99,PG,4
342,FUGITIVE MAGUIRE,A TAUT EPISTLE OF A FEMINIST AND A SUMO WRESTLER WHO MUST BATTLE A CROCODILE IN AUSTRALIA,2006,1,7,7,4.99,83,28.99,R,16
343,FULL FLATLINERS,A BEAUTIFUL DOCUMENTARY OF A ASTRONAUT AND A MOOSE WHO MUST PURSUE A MONKEY IN A SHARK TANK,2006,1,7,6,2.99,94,14.99,PG,17
344,FURY MURDER,A LACKLUSTURE REFLECTION OF A BOAT AND A FORENSIC PSYCHOLOGIST WHO MUST FIGHT A WAITRESS IN A MONASTERY,2006,1,7,3,0.99,178,28.99,PG-13,3
345,GABLES METROPOLIS,A FATEFUL DISPLAY OF A CAT AND A PIONEER WHO MUST CHALLENGE A PASTRY CHEF IN A BALOON FACTORY,2006,1,7,3,0.99,161,17.99,PG,8
346,GALAXY SWEETHEARTS,A EMOTIONAL REFLECTION OF A WOMANIZER AND A PIONEER WHO MUST FACE A SQUIRREL IN BERLIN,2006,1,7,4,4.99,128,13.99,R,4
347,GAMES BOWFINGER,A ASTOUNDING DOCUMENTARY OF A BUTLER AND A EXPLORER WHO MUST CHALLENGE A BUTLER IN A MONASTERY,2006,1,7,7,4.99,119,17.99,PG-13,16
348,GANDHI KWAI,A THOUGHTFUL DISPLAY OF A MAD SCIENTIST AND A SECRET AGENT WHO MUST CHASE A BOAT IN BERLIN,2006,1,7,7,0.99,86,9.99,PG-13,8
349,GANGS PRIDE,A TAUT CHARACTER STUDY OF A WOMAN AND A A SHARK WHO MUST CONFRONT A FRISBEE IN BERLIN,2006,1,7,4,2.99,185,27.99,PG-13,2
350,GARDEN ISLAND,A UNBELIEVEABLE CHARACTER STUDY OF A WOMANIZER AND A MADMAN WHO MUST REACH A MAN IN THE OUTBACK,2006,1,7,3,4.99,80,21.99,G,17
351,GASLIGHT CRUSADE,A AMAZING EPISTLE OF A BOY AND A ASTRONAUT WHO MUST REDEEM A MAN IN THE GULF OF MEXICO,2006,1,7,4,2.99,106,10.99,PG,11
352,GATHERING CALENDAR,A INTREPID TALE OF A PIONEER AND A MOOSE WHO MUST CONQUER A FRISBEE IN A MYSQL CONVENTION,2006,1,7,4,0.99,176,22.99,PG-13,17
353,GENTLEMEN STAGE,A AWE-INSPIRING REFLECTION OF A MONKEY AND A STUDENT WHO MUST OVERCOME A DENTIST IN THE FIRST MANNED SPACE STATION,2006,1,7,6,2.99,125,22.99,NC-17,9
354,GHOST GROUNDHOG,A BRILLIANT PANORAMA OF A MADMAN AND A COMPOSER WHO MUST SUCCUMB A CAR IN ANCIENT INDIA,2006,1,7,6,4.99,85,18.99,G,17
355,GHOSTBUSTERS ELF,A THOUGHTFUL EPISTLE OF A DOG AND A FEMINIST WHO MUST CHASE A COMPOSER IN BERLIN,2006,1,7,7,0.99,101,18.99,R,2
356,GIANT TROOPERS,A FATEFUL DISPLAY OF A FEMINIST AND A MONKEY WHO MUST VANQUISH A MONKEY IN THE CANADIAN ROCKIES,2006,1,7,5,2.99,102,10.99,R,17
357,GILBERT PELICAN,A FATEFUL TALE OF A MAN AND A FEMINIST WHO MUST CONQUER A CROCODILE IN A MANHATTAN PENTHOUSE,2006,1,7,7,0.99,114,13.99,G,4
358,GILMORE BOILED,A UNBELIEVEABLE DOCUMENTARY OF A BOAT AND A HUSBAND WHO MUST SUCCUMB A STUDENT IN A U-BOAT,2006,1,7,5,0.99,163,29.99,R,4
359,GLADIATOR WESTWARD,A ASTOUNDING REFLECTION OF A SQUIRREL AND A SUMO WRESTLER WHO MUST SINK A DENTIST IN ANCIENT JAPAN,2006,1,7,6,4.99,173,20.99,PG,8
360,GLASS DYING,A ASTOUNDING DRAMA OF A FRISBEE AND A ASTRONAUT WHO MUST FIGHT A DOG IN ANCIENT JAPAN,2006,1,7,4,0.99,103,24.99,G,17
361,GLEAMING JAWBREAKER,A AMAZING DISPLAY OF A COMPOSER AND A FORENSIC PSYCHOLOGIST WHO MUST DISCOVER A CAR IN THE CANADIAN ROCKIES,2006,1,7,5,2.99,89,25.99,NC-17,15
362,GLORY TRACY,A AMAZING SAGA OF A WOMAN AND A WOMANIZER WHO MUST DISCOVER A CAT IN THE FIRST MANNED SPACE STATION,2006,1,7,7,2.99,115,13.99,PG-13,17
363,GO PURPLE,A FAST-PACED DISPLAY OF A CAR AND A DATABASE ADMINISTRATOR WHO MUST BATTLE A WOMAN IN A BALOON,2006,1,7,3,0.99,54,12.99,R,17
364,GODFATHER DIARY,A STUNNING SAGA OF A LUMBERJACK AND A SQUIRREL WHO MUST CHASE A CAR IN THE OUTBACK,2006,1,7,3,2.99,73,14.99,NC-17,13
365,GOLD RIVER,A TAUT DOCUMENTARY OF A DATABASE ADMINISTRATOR AND A WAITRESS WHO MUST REACH A MAD SCIENTIST IN A BALOON FACTORY,2006,1,7,4,4.99,154,21.99,R,17
366,GOLDFINGER SENSIBILITY,A INSIGHTFUL DRAMA OF A MAD SCIENTIST AND A HUNTER WHO MUST DEFEAT A PASTRY CHEF IN NEW ORLEANS,2006,1,7,3,0.99,93,29.99,G,7
367,GOLDMINE TYCOON,A BRILLIANT EPISTLE OF A COMPOSER AND A FRISBEE WHO MUST CONQUER A HUSBAND IN THE OUTBACK,2006,1,7,6,0.99,153,20.99,R,14
368,GONE TROUBLE,A INSIGHTFUL CHARACTER STUDY OF A MAD COW AND A FORENSIC PSYCHOLOGIST WHO MUST CONQUER A A SHARK IN A MANHATTAN PENTHOUSE,2006,1,7,7,2.99,84,20.99,R,7
369,GOODFELLAS SALUTE,A UNBELIEVEABLE TALE OF A DOG AND A EXPLORER WHO MUST SINK A MAD COW IN A BALOON FACTORY,2006,1,7,4,4.99,56,22.99,PG,14
370,GORGEOUS BINGO,A ACTION-PACKED DISPLAY OF A SUMO WRESTLER AND A CAR WHO MUST OVERCOME A WAITRESS IN A BALOON FACTORY,2006,1,7,4,2.99,108,26.99,R,3
371,GOSFORD DONNIE,A EPIC PANORAMA OF A MAD SCIENTIST AND A MONKEY WHO MUST REDEEM A SECRET AGENT IN BERLIN,2006,1,7,5,4.99,129,17.99,G,17
372,GRACELAND DYNAMITE,A TAUT DISPLAY OF A CAT AND A GIRL WHO MUST OVERCOME A DATABASE ADMINISTRATOR IN NEW ORLEANS,2006,1,7,5,4.99,140,26.99,R,17
373,GRADUATE LORD,A LACKLUSTURE EPISTLE OF A GIRL AND A A SHARK WHO MUST MEET A MAD SCIENTIST IN ANCIENT CHINA,2006,1,7,7,2.99,156,14.99,G,17
374,GRAFFITI LOVE,A UNBELIEVEABLE EPISTLE OF A SUMO WRESTLER AND A HUNTER WHO MUST BUILD A COMPOSER IN BERLIN,2006,1,7,3,0.99,117,29.99,PG,17
375,GRAIL FRANKENSTEIN,A UNBELIEVEABLE SAGA OF A TEACHER AND A MONKEY WHO MUST FIGHT A GIRL IN AN ABANDONED MINE SHAFT,2006,1,7,4,2.99,85,17.99,NC-17,1
376,GRAPES FURY,A BORING YARN OF A MAD COW AND A SUMO WRESTLER WHO MUST MEET A ROBOT IN AUSTRALIA,2006,1,7,4,0.99,155,20.99,G,17
377,GREASE YOUTH,A EMOTIONAL PANORAMA OF A SECRET AGENT AND A WAITRESS WHO MUST ESCAPE A COMPOSER IN SOVIET GEORGIA,2006,1,7,7,0.99,135,20.99,G,17
378,GREATEST NORTH,A ASTOUNDING CHARACTER STUDY OF A SECRET AGENT AND A ROBOT WHO MUST BUILD A A SHARK IN BERLIN,2006,1,7,5,2.99,93,24.99,NC-17,12
379,GREEDY ROOTS,A AMAZING REFLECTION OF A A SHARK AND A BUTLER WHO MUST CHASE A HUNTER IN THE CANADIAN ROCKIES,2006,1,7,7,0.99,166,14.99,R,7
380,GREEK EVERYONE,A STUNNING DISPLAY OF A BUTLER AND A TEACHER WHO MUST CONFRONT A A SHARK IN THE FIRST MANNED SPACE STATION,2006,1,7,7,2.99,176,11.99,PG,9
381,GRINCH MASSAGE,A INTREPID DISPLAY OF A MADMAN AND A FEMINIST WHO MUST PURSUE A PIONEER IN THE FIRST MANNED SPACE STATION,2006,1,7,7,4.99,150,25.99,R,10
382,GRIT CLOCKWORK,A THOUGHTFUL DISPLAY OF A DENTIST AND A SQUIRREL WHO MUST CONFRONT A LUMBERJACK IN A SHARK TANK,2006,1,7,3,0.99,137,21.99,PG,17
383,GROOVE FICTION,A UNBELIEVEABLE REFLECTION OF A MOOSE AND A A SHARK WHO MUST DEFEAT A LUMBERJACK IN AN ABANDONED MINE SHAFT,2006,1,7,6,0.99,111,13.99,NC-17,15
384,GROSSE WONDERFUL,A EPIC DRAMA OF A CAT AND A EXPLORER WHO MUST REDEEM A MOOSE IN AUSTRALIA,2006,1,7,5,4.99,49,19.99,R,17
385,GROUNDHOG UNCUT,A BRILLIANT PANORAMA OF A ASTRONAUT AND A TECHNICAL WRITER WHO MUST DISCOVER A BUTLER IN A MANHATTAN PENTHOUSE,2006,1,7,6,4.99,139,26.99,PG-13,5
386,GUMP DATE,A INTREPID YARN OF A EXPLORER AND A STUDENT WHO MUST KILL A HUSBAND IN AN ABANDONED MINE SHAFT,2006,1,7,3,4.99,53,12.99,NC-17,16
387,GUN BONNIE,A BORING DISPLAY OF A SUMO WRESTLER AND A HUSBAND WHO MUST BUILD A WAITRESS IN THE GULF OF MEXICO,2006,1,7,7,0.99,100,27.99,G,10
388,GUNFIGHT MOON,A EPIC REFLECTION OF A PASTRY CHEF AND A EXPLORER WHO MUST REACH A DENTIST IN THE SAHARA DESERT,2006,1,7,5,0.99,70,16.99,NC-17,17
389,GUNFIGHTER MUSSOLINI,A TOUCHING SAGA OF A ROBOT AND A BOY WHO MUST KILL A MAN IN ANCIENT JAPAN,2006,1,7,3,2.99,127,9.99,PG-13,15
390,GUYS FALCON,A BORING STORY OF A WOMAN AND A FEMINIST WHO MUST REDEEM A SQUIRREL IN A U-BOAT,2006,1,7,4,4.99,84,20.99,R,14
391,HALF OUTFIELD,A EPIC EPISTLE OF A DATABASE ADMINISTRATOR AND A CROCODILE WHO MUST FACE A MADMAN IN A JET BOAT,2006,1,7,6,2.99,146,25.99,PG-13,17
392,HALL CASSIDY,A BEAUTIFUL PANORAMA OF A PASTRY CHEF AND A A SHARK WHO MUST BATTLE A PIONEER IN SOVIET GEORGIA,2006,1,7,5,4.99,51,13.99,NC-17,3
393,HALLOWEEN NUTS,A AMAZING PANORAMA OF A FORENSIC PSYCHOLOGIST AND A TECHNICAL WRITER WHO MUST FIGHT A DENTIST IN A U-BOAT,2006,1,7,6,2.99,47,19.99,PG-13,6
394,HAMLET WISDOM,A TOUCHING REFLECTION OF A MAN AND A MAN WHO MUST SINK A ROBOT IN THE OUTBACK,2006,1,7,7,2.99,146,21.99,R,17
395,HANDICAP BOONDOCK,A BEAUTIFUL DISPLAY OF A PIONEER AND A SQUIRREL WHO MUST VANQUISH A SUMO WRESTLER IN SOVIET GEORGIA,2006,1,7,4,0.99,108,28.99,R,1
396,HANGING DEEP,A ACTION-PACKED YARN OF A BOAT AND A CROCODILE WHO MUST BUILD A MONKEY IN BERLIN,2006,1,7,5,4.99,62,18.99,G,7
397,HANKY OCTOBER,A BORING EPISTLE OF A DATABASE ADMINISTRATOR AND A EXPLORER WHO MUST PURSUE A MADMAN IN SOVIET GEORGIA,2006,1,7,5,2.99,107,26.99,NC-17,17
398,HANOVER GALAXY,A STUNNING REFLECTION OF A GIRL AND A SECRET AGENT WHO MUST SUCCUMB A BOY IN A MYSQL CONVENTION,2006,1,7,5,4.99,47,21.99,NC-17,12
399,HAPPINESS UNITED,A ACTION-PACKED PANORAMA OF A HUSBAND AND A FEMINIST WHO MUST MEET A FORENSIC PSYCHOLOGIST IN ANCIENT JAPAN,2006,1,7,6,2.99,100,23.99,G,9
400,HARDLY ROBBERS,A EMOTIONAL CHARACTER STUDY OF A HUNTER AND A CAR WHO MUST KILL A WOMAN IN BERLIN,2006,1,7,7,2.99,72,15.99,R,6
401,HAROLD FRENCH,A STUNNING SAGA OF A SUMO WRESTLER AND A STUDENT WHO MUST OUTRACE A MOOSE IN THE SAHARA DESERT,2006,1,7,6,0.99,168,10.99,NC-17,7
402,HARPER DYING,A AWE-INSPIRING REFLECTION OF A WOMAN AND A CAT WHO MUST CONFRONT A FEMINIST IN THE SAHARA DESERT,2006,1,7,3,0.99,52,15.99,G,17
403,HARRY IDAHO,A TAUT YARN OF A TECHNICAL WRITER AND A FEMINIST WHO MUST OUTRACE A DOG IN CALIFORNIA,2006,1,7,5,4.99,121,18.99,PG-13,17
404,HATE HANDICAP,A INTREPID REFLECTION OF A MAD SCIENTIST AND A PIONEER WHO MUST OVERCOME A HUNTER IN THE FIRST MANNED SPACE STATION,2006,1,7,4,0.99,107,26.99,PG,5
405,HAUNTED ANTITRUST,A AMAZING SAGA OF A MAN AND A DENTIST WHO MUST REACH A TECHNICAL WRITER IN ANCIENT INDIA,2006,1,7,6,4.99,76,13.99,NC-17,16
406,HAUNTING PIANIST,A FAST-PACED STORY OF A DATABASE ADMINISTRATOR AND A COMPOSER WHO MUST DEFEAT A SQUIRREL IN AN ABANDONED AMUSEMENT PARK,2006,1,7,5,0.99,181,22.99,R,17
