film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,category_id,price
735,ROBBERS JOON,A THOUGHTFUL STORY OF A MAD SCIENTIST AND A WAITRESS WHO MUST CONFRONT A FORENSIC PSYCHOLOGIST IN SOVIET GEORGIA,2006,1,7,7,1.99,102,11.99,PG-13,3,8
736,ROBBERY BRIGHT,A TAUT REFLECTION OF A ROBOT AND A SQUIRREL WHO MUST FIGHT A BOAT IN ANCIENT JAPAN,2006,1,7,4,4.5,134,4.99,R,17,7
737,ROCK INSTINCT,A ASTOUNDING CHARACTER STUDY OF A ROBOT AND A MOOSE WHO MUST OVERCOME A ASTRONAUT IN ANCIENT INDIA,2006,1,7,4,1.99,102,16.99,G,11,10
738,ROCKETEER MOTHER,A AWE-INSPIRING CHARACTER STUDY OF A ROBOT AND A SUMO WRESTLER WHO MUST DISCOVER A WOMANIZER IN A SHARK TANK,2006,1,7,3,3.5,178,6.99,PG-13,9,12
739,ROCKY WAR,A FAST-PACED DISPLAY OF A SQUIRREL AND A EXPLORER WHO MUST OUTGUN A MAD SCIENTIST IN NIGERIA,2006,1,7,4,2.5,145,9.99,PG-13,7,3
740,ROLLERCOASTER BRINGING,A BEAUTIFUL DRAMA OF A ROBOT AND A LUMBERJACK WHO MUST DISCOVER A TECHNICAL WRITER IN A SHARK TANK,2006,1,7,5,2.99,153,7.99,PG-13,17,8
741,ROMAN PUNK,A THOUGHTFUL PANORAMA OF A MAD COW AND A STUDENT WHO MUST BATTLE A FORENSIC PSYCHOLOGIST IN BERLIN,2006,1,7,7,2.5,81,9.99,NC-17,17,6
742,ROOF CHAMPION,A LACKLUSTURE REFLECTION OF A CAR AND A EXPLORER WHO MUST FIND A MONKEY IN A BALOON,2006,1,7,7,1.5,101,17.99,R,10,8
743,ROOM ROMAN,A AWE-INSPIRING PANORAMA OF A COMPOSER AND A SECRET AGENT WHO MUST SINK A COMPOSER IN A SHARK TANK,2006,1,7,7,2.99,60,25.99,PG,2,6
744,ROOTS REMEMBER,A BRILLIANT DRAMA OF A MAD COW AND A HUNTER WHO MUST ESCAPE A HUNTER IN BERLIN,2006,1,7,4,1.99,89,8.99,PG-13,17,6
745,ROSES TREASURE,A ASTOUNDING PANORAMA OF A MONKEY AND A SECRET AGENT WHO MUST DEFEAT A WOMAN IN THE FIRST MANNED SPACE STATION,2006,1,7,5,3.99,162,17.99,PG-13,15,11
746,ROUGE SQUAD,A AWE-INSPIRING DRAMA OF A ASTRONAUT AND A FRISBEE WHO MUST CONQUER A MAD SCIENTIST IN AUSTRALIA,2006,1,7,3,1.5,118,22.99,NC-17,17,3
747,ROXANNE REBEL,A ASTOUNDING STORY OF A PASTRY CHEF AND A DATABASE ADMINISTRATOR WHO MUST FIGHT A MAN IN THE OUTBACK,2006,1,7,5,4.99,171,13.99,R,17,5
748,RUGRATS SHAKESPEARE,A TOUCHING SAGA OF A CROCODILE AND A CROCODILE WHO MUST DISCOVER A TECHNICAL WRITER IN NIGERIA,2006,1,7,4,1.5,109,24.99,PG-13,1,9
749,RULES HUMAN,A BEAUTIFUL EPISTLE OF A ASTRONAUT AND A STUDENT WHO MUST CONFRONT A MONKEY IN AN ABANDONED FUN HOUSE,2006,1,7,6,3.5,153,6.99,R,11,5
750,RUN PACIFIC,A TOUCHING TALE OF A CAT AND A PASTRY CHEF WHO MUST CONQUER A PASTRY CHEF IN A MYSQL CONVENTION,2006,1,7,3,1.99,145,28.99,R,13,6
751,RUNAWAY TENENBAUMS,A THOUGHTFUL DOCUMENTARY OF A BOAT AND A MAN WHO MUST MEET A BOAT IN AN ABANDONED FUN HOUSE,2006,1,7,6,3.99,181,24.99,NC-17,17,4
752,RUNNER MADIGAN,A THOUGHTFUL DOCUMENTARY OF A CROCODILE AND A ROBOT WHO MUST OUTRACE A WOMANIZER IN THE OUTBACK,2006,1,7,6,2.99,101,29.99,NC-17,12,7
753,RUSH GOODFELLAS,A EMOTIONAL DISPLAY OF A MAN AND A DENTIST WHO MUST CHALLENGE A SQUIRREL IN AUSTRALIA,2006,1,7,3,2.99,48,25.99,PG,17,11
754,RUSHMORE MERMAID,A BORING STORY OF A WOMAN AND A MOOSE WHO MUST REACH A HUSBAND IN A SHARK TANK,2006,1,7,6,2.5,150,10.99,PG-13,5,3
755,SABRINA MIDNIGHT,A EMOTIONAL STORY OF A SQUIRREL AND A CROCODILE WHO MUST SUCCUMB A HUSBAND IN THE SAHARA DESERT,2006,1,7,5,3.5,99,7.99,PG,3,6
756,SADDLE ANTITRUST,A STUNNING EPISTLE OF A FEMINIST AND A A SHARK WHO MUST BATTLE A WOMAN IN AN ABANDONED FUN HOUSE,2006,1,7,7,2.99,80,19.99,PG-13,5,10
757,SAGEBRUSH CLUELESS,A INSIGHTFUL STORY OF A LUMBERJACK AND A HUNTER WHO MUST KILL A BOY IN ANCIENT JAPAN,2006,1,7,4,4.5,106,20.99,G,6,11
758,SAINTS BRIDE,A FATEFUL TALE OF A TECHNICAL WRITER AND A COMPOSER WHO MUST PURSUE A EXPLORER IN THE GULF OF MEXICO,2006,1,7,5,0.99,125,24.99,G,7,8
759,SALUTE APOLLO,A AWE-INSPIRING CHARACTER STUDY OF A BOY AND A FEMINIST WHO MUST SINK A CROCODILE IN ANCIENT CHINA,2006,1,7,4,1.99,73,18.99,R,13,12
760,SAMURAI LION,A FAST-PACED STORY OF A PIONEER AND A ASTRONAUT WHO MUST REACH A BOAT IN A BALOON,2006,1,7,5,3.99,110,12.99,G,17,11
761,SANTA PARIS,A EMOTIONAL DOCUMENTARY OF A MOOSE AND A CAR WHO MUST REDEEM A MAD COW IN A BALOON FACTORY,2006,1,7,7,3.99,154,19.99,PG,17,9
762,SASSY PACKER,A FAST-PACED DOCUMENTARY OF A DOG AND A TEACHER WHO MUST FIND A MOOSE IN A MANHATTAN PENTHOUSE,2006,1,7,6,1.99,154,15.99,G,17,8
763,SATISFACTION CONFIDENTIAL,A LACKLUSTURE YARN OF A DENTIST AND A BUTLER WHO MUST MEET A SECRET AGENT IN ANCIENT CHINA,2006,1,7,3,4.99,75,22.99,G,17,4
764,SATURDAY LAMBS,A THOUGHTFUL REFLECTION OF A MAD SCIENTIST AND A MOOSE WHO MUST KILL A HUSBAND IN A BALOON,2006,1,7,3,4.5,150,17.99,G,15,3
765,SATURN NAME,A FATEFUL EPISTLE OF A BUTLER AND A BOY WHO MUST REDEEM A TEACHER IN BERLIN,2006,1,7,7,2.99,182,25.99,R,17,12
766,SAVANNAH TOWN,A AWE-INSPIRING TALE OF A ASTRONAUT AND A DATABASE ADMINISTRATOR WHO MUST CHASE A SECRET AGENT IN THE GULF OF MEXICO,2006,1,7,5,4.5,84,9.99,PG-13,7,7
767,SCALAWAG DUCK,A FATEFUL REFLECTION OF A CAR AND A TEACHER WHO MUST CONFRONT A WAITRESS IN A MONASTERY,2006,1,7,6,0.99,183,9.99,NC-17,17,10
768,SCARFACE BANG,A EMOTIONAL YARN OF A TEACHER AND A GIRL WHO MUST FIND A TEACHER IN A BALOON FACTORY,2006,1,7,3,4.99,102,13.99,PG-13,17,12
769,SCHOOL JACKET,A INTREPID YARN OF A MONKEY AND A BOY WHO MUST FIGHT A COMPOSER IN A MANHATTAN PENTHOUSE,2006,1,7,5,4.99,151,7.99,PG-13,9,12
770,SCISSORHANDS SLUMS,A AWE-INSPIRING DRAMA OF A GIRL AND A TECHNICAL WRITER WHO MUST MEET A FEMINIST IN THE CANADIAN ROCKIES,2006,1,7,5,4.99,147,16.99,G,9,6
771,SCORPION APOLLO,A AWE-INSPIRING DOCUMENTARY OF A TECHNICAL WRITER AND A HUSBAND WHO MUST MEET A MONKEY IN AN ABANDONED FUN HOUSE,2006,1,7,3,2.5,137,15.99,NC-17,7,9
772,SEA VIRGIN,A FAST-PACED DOCUMENTARY OF A TECHNICAL WRITER AND A PASTRY CHEF WHO MUST ESCAPE A MOOSE IN A U-BOAT,2006,1,7,4,0.99,80,14.99,PG,17,10
773,SEABISCUIT PUNK,A INSIGHTFUL SAGA OF A MAN AND A FORENSIC PSYCHOLOGIST WHO MUST DISCOVER A MAD COW IN A MYSQL CONVENTION,2006,1,7,6,4.99,112,14.99,NC-17,17,4
774,SEARCHERS WAIT,A FAST-PACED TALE OF A CAR AND A MAD SCIENTIST WHO MUST KILL A WOMANIZER IN ANCIENT JAPAN,2006,1,7,3,2.5,182,16.99,NC-17,17,5
775,SEATTLE EXPECATIONS,A INSIGHTFUL REFLECTION OF A CROCODILE AND A SUMO WRESTLER WHO MUST MEET A TECHNICAL WRITER IN THE SAHARA DESERT,2006,1,7,4,2.99,110,18.99,PG-13,7,10
776,SECRET GROUNDHOG,A ASTOUNDING STORY OF A CAT AND A DATABASE ADMINISTRATOR WHO MUST BUILD A TECHNICAL WRITER IN NEW ORLEANS,2006,1,7,6,2.5,90,17.99,PG,17,6
777,SECRETARY ROUGE,A ACTION-PACKED PANORAMA OF A MAD COW AND A COMPOSER WHO MUST DISCOVER A ROBOT IN A BALOON FACTORY,2006,1,7,5,2.5,158,4.99,PG,17,12
778,SECRETS PARADISE,A FATEFUL SAGA OF A CAT AND A FRISBEE WHO MUST KILL A GIRL IN A MANHATTAN PENTHOUSE,2006,1,7,3,1.99,109,6.99,G,17,12
779,SENSE GREEK,A TAUT SAGA OF A LUMBERJACK AND A PASTRY CHEF WHO MUST ESCAPE A SUMO WRESTLER IN AN ABANDONED FUN HOUSE,2006,1,7,4,4.5,54,14.99,R,15,9
780,SENSIBILITY REAR,A EMOTIONAL TALE OF A ROBOT AND A SUMO WRESTLER WHO MUST REDEEM A PASTRY CHEF IN A BALOON FACTORY,2006,1,7,7,4.5,98,17.99,PG,17,12
781,SEVEN SWARM,A UNBELIEVEABLE CHARACTER STUDY OF A DOG AND A MAD COW WHO MUST KILL A MONKEY IN BERLIN,2006,1,7,4,2.99,127,4.99,R,10,8
782,SHAKESPEARE SADDLE,A FAST-PACED PANORAMA OF A LUMBERJACK AND A DATABASE ADMINISTRATOR WHO MUST DEFEAT A MADMAN IN A MYSQL CONVENTION,2006,1,7,6,2.99,60,26.99,PG-13,15,6
783,SHANE DARKNESS,A ACTION-PACKED SAGA OF A MOOSE AND A LUMBERJACK WHO MUST FIND A WOMAN IN BERLIN,2006,1,7,5,0.99,93,8.99,PG,16,3
784,SHANGHAI TYCOON,A FAST-PACED CHARACTER STUDY OF A CROCODILE AND A LUMBERJACK WHO MUST BUILD A HUSBAND IN AN ABANDONED FUN HOUSE,2006,1,7,7,4.5,47,29.99,PG,16,6
785,SHAWSHANK BUBBLE,A LACKLUSTURE STORY OF A MOOSE AND A MONKEY WHO MUST CONFRONT A BUTLER IN AN ABANDONED AMUSEMENT PARK,2006,1,7,6,3.5,80,11.99,PG,16,5
786,SHEPHERD MIDSUMMER,A THOUGHTFUL DRAMA OF A ROBOT AND A WOMANIZER WHO MUST KILL A LUMBERJACK IN A BALOON,2006,1,7,7,4.5,113,13.99,R,17,9
787,SHINING ROSES,A AWE-INSPIRING CHARACTER STUDY OF A ASTRONAUT AND A FORENSIC PSYCHOLOGIST WHO MUST CHALLENGE A MADMAN IN ANCIENT INDIA,2006,1,7,4,1.5,125,6.99,G,17,7
788,SHIP WONDERLAND,A THRILLING SAGA OF A MONKEY AND A FRISBEE WHO MUST ESCAPE A EXPLORER IN THE OUTBACK,2006,1,7,5,2.99,104,11.99,R,6,7
789,SHOCK CABIN,A FATEFUL TALE OF A MAD COW AND A CROCODILE WHO MUST MEET A HUSBAND IN NEW ORLEANS,2006,1,7,7,2.99,79,16.99,PG-13,17,5
790,SHOOTIST SUPERFLY,A FAST-PACED STORY OF A CROCODILE AND A A SHARK WHO MUST SINK A PIONEER IN BERLIN,2006,1,7,6,0.99,67,16.99,PG-13,7,8
791,SHOW LORD,A FANCIFUL SAGA OF A STUDENT AND A GIRL WHO MUST FIND A BUTLER IN ANCIENT JAPAN,2006,1,7,3,1.5,167,11.99,PG-13,17,7
792,SHREK LICENSE,A FATEFUL YARN OF A SECRET AGENT AND A FEMINIST WHO MUST FIND A FEMINIST IN A JET BOAT,2006,1,7,7,0.99,154,14.99,PG-13,17,11
793,SHRUNK DIVINE,A FATEFUL CHARACTER STUDY OF A WAITRESS AND A TECHNICAL WRITER WHO MUST BATTLE A HUNTER IN A BALOON,2006,1,7,6,4.5,139,22.99,R,1,4
794,SIDE ARK,A STUNNING PANORAMA OF A CROCODILE AND A WOMANIZER WHO MUST MEET A FEMINIST IN THE CANADIAN ROCKIES,2006,1,7,5,3.99,52,12.99,G,1,5
795,SIEGE MADRE,A BORING TALE OF A FRISBEE AND A CROCODILE WHO MUST VANQUISH A MOOSE IN AN ABANDONED MINE SHAFT,2006,1,7,7,2.99,111,12.99,R,8,9
796,SIERRA DIVIDE,A EMOTIONAL CHARACTER STUDY OF A FRISBEE AND A MAD SCIENTIST WHO MUST BUILD A MADMAN IN CALIFORNIA,2006,1,7,3,3.5,135,25.99,NC-17,17,8
797,SILENCE KANE,A EMOTIONAL DRAMA OF A SUMO WRESTLER AND A DENTIST WHO MUST CONFRONT A SUMO WRESTLER IN A BALOON,2006,1,7,7,1.5,67,20.99,R,12,8
798,SILVERADO GOLDFINGER,A STUNNING EPISTLE OF A SUMO WRESTLER AND A MAN WHO MUST CHALLENGE A WAITRESS IN ANCIENT INDIA,2006,1,7,4,4.99,74,13.99,PG,14,11
799,SIMON NORTH,A THRILLING DOCUMENTARY OF A TECHNICAL WRITER AND A A SHARK WHO MUST FACE A PIONEER IN A SHARK TANK,2006,1,7,3,1.5,51,15.99,NC-17,17,11
800,SINNERS ATLANTIS,A EPIC DISPLAY OF A DOG AND A BOAT WHO MUST SUCCUMB A MAD SCIENTIST IN AN ABANDONED MINE SHAFT,2006,1,7,7,3.5,126,18.99,PG-13,11,5
801,SISTER FREDDY,A STUNNING SAGA OF A BUTLER AND A WOMAN WHO MUST PURSUE A EXPLORER IN AUSTRALIA,2006,1,7,5,3.99,152,6.99,PG-13,17,3
802,SKY MIRACLE,A EPIC DRAMA OF A MAD SCIENTIST AND A EXPLORER WHO MUST SUCCUMB A WAITRESS IN AN ABANDONED FUN HOUSE,2006,1,7,7,4.5,132,5.99,PG,1,12
803,SLACKER LIAISONS,A FAST-PACED TALE OF A A SHARK AND A STUDENT WHO MUST MEET A CROCODILE IN ANCIENT CHINA,2006,1,7,7,3.99,179,20.99,R,17,11
804,SLEEPING SUSPECTS,A STUNNING REFLECTION OF A SUMO WRESTLER AND A EXPLORER WHO MUST SINK A FRISBEE IN A MYSQL CONVENTION,2006,1,7,7,2.99,129,7.99,PG-13,11,12
805,SLEEPLESS MONSOON,A AMAZING SAGA OF A MOOSE AND A PASTRY CHEF WHO MUST ESCAPE A BUTLER IN AUSTRALIA,2006,1,7,5,1.99,64,21.99,G,2,11
806,SLEEPY JAPANESE,A EMOTIONAL EPISTLE OF A MOOSE AND A COMPOSER WHO MUST FIGHT A TECHNICAL WRITER IN THE OUTBACK,2006,1,7,4,2.99,137,26.99,PG,13,12
807,SLEUTH ORIENT,A FATEFUL CHARACTER STUDY OF A HUSBAND AND A DOG WHO MUST FIND A FEMINIST IN ANCIENT INDIA,2006,1,7,4,4.5,87,28.99,NC-17,17,7
808,SLING LUKE,A INTREPID CHARACTER STUDY OF A ROBOT AND A MONKEY WHO MUST REACH A SECRET AGENT IN AN ABANDONED AMUSEMENT PARK,2006,1,7,5,3.99,84,17.99,R,4,3
809,SLIPPER FIDELITY,A TAUT REFLECTION OF A SECRET AGENT AND A MAN WHO MUST REDEEM A EXPLORER IN A MYSQL CONVENTION,2006,1,7,5,1.99,156,5.99,PG-13,17,10
810,SLUMS DUCK,A AMAZING CHARACTER STUDY OF A TEACHER AND A DATABASE ADMINISTRATOR WHO MUST DEFEAT A WAITRESS IN A JET BOAT,2006,1,7,5,4.99,147,19.99,PG,17,10
811,SMILE EARRING,A INTREPID DRAMA OF A TEACHER AND A BUTLER WHO MUST BUILD A PASTRY CHEF IN BERLIN,2006,1,7,4,4.5,60,27.99,G,16,11
812,SMOKING BARBARELLA,A LACKLUSTURE SAGA OF A MAD COW AND A MAD SCIENTIST WHO MUST SINK A CAT IN A MYSQL CONVENTION,2006,1,7,7,2.5,50,4.99,PG-13,6,9
813,SMOOCHY CONTROL,A THRILLING DOCUMENTARY OF A HUSBAND AND A FEMINIST WHO MUST FACE A MAD SCIENTIST IN ANCIENT CHINA,2006,1,7,7,4.5,184,12.99,R,17,11
814,SNATCH SLIPPER,A INSIGHTFUL PANORAMA OF A WOMAN AND A FEMINIST WHO MUST DEFEAT A FORENSIC PSYCHOLOGIST IN BERLIN,2006,1,7,6,4.99,110,8.99,PG,17,12
815,SNATCHERS MONTEZUMA,A BORING EPISTLE OF A SUMO WRESTLER AND A WOMAN WHO MUST ESCAPE A MAN IN THE CANADIAN ROCKIES,2006,1,7,4,3.5,74,21.99,PG-13,4,9
816,SNOWMAN ROLLERCOASTER,A FATEFUL DISPLAY OF A LUMBERJACK AND A GIRL WHO MUST SUCCUMB A MAD COW IN A MANHATTAN PENTHOUSE,2006,1,7,3,4.99,62,19.99,G,2,4
817,SOLDIERS EVOLUTION,A LACKLUSTURE PANORAMA OF A A SHARK AND A PIONEER WHO MUST CONFRONT A STUDENT IN THE FIRST MANNED SPACE STATION,2006,1,7,7,4.5,185,28.99,R,14,12
818,SOMETHING DUCK,A BORING CHARACTER STUDY OF A CAR AND A HUSBAND WHO MUST OUTGUN A FRISBEE IN THE FIRST MANNED SPACE STATION,2006,1,7,4,3.5,180,25.99,NC-17,17,8
819,SONG HEDWIG,A AMAZING DOCUMENTARY OF A MAN AND A HUSBAND WHO MUST CONFRONT A SQUIRREL IN A MYSQL CONVENTION,2006,1,7,3,1.99,165,13.99,PG-13,17,5
820,SONS INTERVIEW,A TAUT CHARACTER STUDY OF A EXPLORER AND A MAD COW WHO MUST BATTLE A HUNTER IN ANCIENT CHINA,2006,1,7,3,2.99,184,16.99,NC-17,2,3
821,SORORITY QUEEN,A FAST-PACED DISPLAY OF A SQUIRREL AND A COMPOSER WHO MUST FIGHT A FORENSIC PSYCHOLOGIST IN A JET BOAT,2006,1,7,6,1.99,184,25.99,NC-17,9,10
822,SOUP WISDOM,A FAST-PACED DISPLAY OF A ROBOT AND A BUTLER WHO MUST DEFEAT A BUTLER IN A MYSQL CONVENTION,2006,1,7,6,3.5,169,29.99,R,17,6
823,SOUTH WAIT,A AMAZING DOCUMENTARY OF A CAR AND A ROBOT WHO MUST ESCAPE A LUMBERJACK IN AN ABANDONED AMUSEMENT PARK,2006,1,7,4,4.5,143,29.99,R,17,5
824,SPARTACUS CHEAPER,A THRILLING PANORAMA OF A PASTRY CHEF AND A SECRET AGENT WHO MUST OVERCOME A STUDENT IN A MANHATTAN PENTHOUSE,2006,1,7,4,3.99,52,21.99,NC-17,17,9
825,SPEAKEASY DATE,A LACKLUSTURE DRAMA OF A FORENSIC PSYCHOLOGIST AND A CAR WHO MUST REDEEM A MAN IN A MANHATTAN PENTHOUSE,2006,1,7,6,2.99,165,9.99,PG-13,17,11
826,SPEED SUIT,A BRILLIANT DISPLAY OF A FRISBEE AND A MAD SCIENTIST WHO MUST SUCCUMB A ROBOT IN ANCIENT CHINA,2006,1,7,7,2.99,124,8.99,PG-13,16,6
827,SPICE SORORITY,A FATEFUL DISPLAY OF A PIONEER AND A HUNTER WHO MUST DEFEAT A HUSBAND IN AN ABANDONED MINE SHAFT,2006,1,7,5,2.99,141,4.99,NC-17,7,11
828,SPIKING ELEMENT,A LACKLUSTURE EPISTLE OF A DENTIST AND A TECHNICAL WRITER WHO MUST FIND A DOG IN A MONASTERY,2006,1,7,7,4.99,79,29.99,G,17,4
829,SPINAL ROCKY,A LACKLUSTURE EPISTLE OF A SUMO WRESTLER AND A SQUIRREL WHO MUST DEFEAT A EXPLORER IN CALIFORNIA,2006,1,7,7,2.5,138,29.99,PG-13,8,9
830,SPIRIT FLINTSTONES,A BRILLIANT YARN OF A CAT AND A CAR WHO MUST CONFRONT A EXPLORER IN ANCIENT JAPAN,2006,1,7,7,2.5,149,13.99,R,11,10
831,SPIRITED CASUALTIES,A TAUT STORY OF A WAITRESS AND A MAN WHO MUST FACE A CAR IN A BALOON FACTORY,2006,1,7,5,3.5,138,24.99,PG-13,17,8
832,SPLASH GUMP,A TAUT SAGA OF A CROCODILE AND A BOAT WHO MUST CONQUER A HUNTER IN A SHARK TANK,2006,1,7,5,1.5,175,15.99,PG,8,6
833,SPLENDOR PATTON,A TAUT STORY OF A DOG AND A EXPLORER WHO MUST FIND A ASTRONAUT IN BERLIN,2006,1,7,5,0.99,134,17.99,R,3,8
834,SPOILERS HELLFIGHTERS,A FANCIFUL STORY OF A TECHNICAL WRITER AND A SQUIRREL WHO MUST DEFEAT A DOG IN THE GULF OF MEXICO,2006,1,7,4,1.99,151,19.99,G,17,12
835,SPY MILE,A THRILLING DOCUMENTARY OF A FEMINIST AND A FEMINIST WHO MUST CONFRONT A FEMINIST IN A BALOON,2006,1,7,6,3.5,112,12.99,PG-13,10,7
836,SQUAD FISH,A FAST-PACED DISPLAY OF A PASTRY CHEF AND A DOG WHO MUST KILL A TEACHER IN BERLIN,2006,1,7,3,4.5,136,20.99,PG,15,5
837,STAGE WORLD,A LACKLUSTURE PANORAMA OF A WOMAN AND A FRISBEE WHO MUST CHASE A CROCODILE IN A JET BOAT,2006,1,7,4,0.99,85,21.99,PG,17,4
838,STAGECOACH ARMAGEDDON,A TOUCHING DISPLAY OF A PIONEER AND A BUTLER WHO MUST CHASE A CAR IN CALIFORNIA,2006,1,7,5,1.99,112,6.99,R,1,5
839,STALLION SUNDANCE,A FAST-PACED TALE OF A CAR AND A DOG WHO MUST OUTGUN A A SHARK IN AUSTRALIA,2006,1,7,5,1.99,130,24.99,PG-13,14,7
840,STAMPEDE DISTURBING,A UNBELIEVEABLE TALE OF A WOMAN AND A LUMBERJACK WHO MUST FIGHT A FRISBEE IN A U-BOAT,2006,1,7,5,0.99,75,7.99,R,10,4
841,STAR OPERATION,A INSIGHTFUL CHARACTER STUDY OF A GIRL AND A CAR WHO MUST PURSUE A MAD COW IN A SHARK TANK,2006,1,7,5,3.99,181,24.99,PG,15,12
842,STATE WASTELAND,A BEAUTIFUL DISPLAY OF A CAT AND A PASTRY CHEF WHO MUST OUTRACE A MAD COW IN A JET BOAT,2006,1,7,4,0.99,113,13.99,NC-17,10,9
843,STEEL SANTA,A FAST-PACED YARN OF A COMPOSER AND A FRISBEE WHO MUST FACE A MOOSE IN NIGERIA,2006,1,7,4,0.99,143,15.99,NC-17,4,11
844,STEERS ARMAGEDDON,A STUNNING CHARACTER STUDY OF A CAR AND A GIRL WHO MUST SUCCUMB A CAR IN A MYSQL CONVENTION,2006,1,7,6,2.99,140,18.99,PG,17,7
845,STEPMOM DREAM,A TOUCHING EPISTLE OF A CROCODILE AND A TEACHER WHO MUST BUILD A FORENSIC PSYCHOLOGIST IN A MYSQL CONVENTION,2006,1,7,7,4.5,48,8.99,NC-17,17,4
846,STING PERSONAL,A FANCIFUL DRAMA OF A FRISBEE AND A DOG WHO MUST FIGHT A MADMAN IN A JET BOAT,2006,1,7,3,1.5,93,20.99,NC-17,13,4
847,STOCK GLASS,A BORING EPISTLE OF A CROCODILE AND A LUMBERJACK WHO MUST OUTGUN A MOOSE IN ANCIENT CHINA,2006,1,7,7,2.5,160,26.99,PG,13,7
848,STONE FIRE,A INTREPID DRAMA OF A ASTRONAUT AND A CROCODILE WHO MUST FIND A BOAT IN SOVIET GEORGIA,2006,1,7,3,1.99,94,20.99,G,17,8
849,STORM HAPPINESS,A INSIGHTFUL DRAMA OF A FEMINIST AND A A SHARK WHO MUST VANQUISH A BOAT IN A SHARK TANK,2006,1,7,6,2.99,57,20.99,NC-17,17,6
850,STORY SIDE,A LACKLUSTURE SAGA OF A BOY AND A CAT WHO MUST SINK A DENTIST IN AN ABANDONED MINE SHAFT,2006,1,7,7,1.5,163,28.99,R,1,4
851,STRAIGHT HOURS,A BORING PANORAMA OF A SECRET AGENT AND A GIRL WHO MUST SINK A WAITRESS IN THE OUTBACK,2006,1,7,3,3.5,151,10.99,R,17,6
852,STRANGELOVE DESIRE,A AWE-INSPIRING PANORAMA OF A LUMBERJACK AND A WAITRESS WHO MUST DEFEAT A CROCODILE IN AN ABANDONED AMUSEMENT PARK,2006,1,7,4,3.99,103,8.99,NC-17,17,12
853,STRANGER STRANGERS,A AWE-INSPIRING YARN OF A WOMANIZER AND A EXPLORER WHO MUST FIGHT A WOMAN IN THE FIRST MANNED SPACE STATION,2006,1,7,3,3.99,139,20.99,G,3,7
854,STRANGERS GRAFFITI,A BRILLIANT CHARACTER STUDY OF A SECRET AGENT AND A MAN WHO MUST FIND A CAT IN THE GULF OF MEXICO,2006,1,7,4,2.99,119,21.99,R,11,7
855,STREAK RIDGEMONT,A ASTOUNDING CHARACTER STUDY OF A HUNTER AND A WAITRESS WHO MUST SINK A MAN IN NEW ORLEANS,2006,1,7,7,3.5,132,27.99,PG-13,6,7
856,STREETCAR INTENTIONS,A INSIGHTFUL CHARACTER STUDY OF A WAITRESS AND A CROCODILE WHO MUST SINK A WAITRESS IN THE GULF OF MEXICO,2006,1,7,5,1.5,73,22.99,R,11,5
857,STRICTLY SCARFACE,A TOUCHING REFLECTION OF A CROCODILE AND A DOG WHO MUST CHASE A HUNTER IN AN ABANDONED FUN HOUSE,2006,1,7,3,2.99,144,8.99,PG-13,17,3
858,SUBMARINE BED,A AMAZING DISPLAY OF A CAR AND A MONKEY WHO MUST FIGHT A TEACHER IN SOVIET GEORGIA,2006,1,7,5,0.99,127,23.99,R,5,10
859,SUGAR WONKA,A TOUCHING STORY OF A DENTIST AND A DATABASE ADMINISTRATOR WHO MUST CONQUER A ASTRONAUT IN AN ABANDONED AMUSEMENT PARK,2006,1,7,3,0.99,114,10.99,PG,2,8
860,SUICIDES SILENCE,A EMOTIONAL CHARACTER STUDY OF A CAR AND A GIRL WHO MUST FACE A COMPOSER IN A U-BOAT,2006,1,7,4,4.99,93,27.99,G,17,11
861,SUIT WALLS,A TOUCHING PANORAMA OF A LUMBERJACK AND A FRISBEE WHO MUST BUILD A DOG IN AUSTRALIA,2006,1,7,3,4.99,111,19.99,R,17,9
862,SUMMER SCARFACE,A EMOTIONAL PANORAMA OF A LUMBERJACK AND A HUNTER WHO MUST MEET A GIRL IN A SHARK TANK,2006,1,7,5,3.99,53,4.99,G,4,12
863,SUN CONFESSIONS,A BEAUTIFUL DISPLAY OF A MAD COW AND A DOG WHO MUST REDEEM A WAITRESS IN AN ABANDONED AMUSEMENT PARK,2006,1,7,5,1.99,141,7.99,R,14,6
864,SUNDANCE INVASION,A EPIC DRAMA OF A LUMBERJACK AND A EXPLORER WHO MUST CONFRONT A HUNTER IN A BALOON FACTORY,2006,1,7,5,3.99,92,21.99,NC-17,17,3
865,SUNRISE LEAGUE,A BEAUTIFUL EPISTLE OF A MADMAN AND A BUTLER WHO MUST FACE A CROCODILE IN A MANHATTAN PENTHOUSE,2006,1,7,3,4.5,135,22.99,PG-13,2,11
866,SUNSET RACER,A AWE-INSPIRING REFLECTION OF A ASTRONAUT AND A A SHARK WHO MUST DEFEAT A FORENSIC PSYCHOLOGIST IN CALIFORNIA,2006,1,7,6,4.99,48,11.99,NC-17,17,11
867,SUPER WYOMING,A ACTION-PACKED SAGA OF A PASTRY CHEF AND A EXPLORER WHO MUST DISCOVER A A SHARK IN THE OUTBACK,2006,1,7,5,4.99,58,17.99,PG,17,9
